2018-06-24 23:01:35 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 19 (PythonRDD[48] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Adding task set 19.0 with 1 tasks
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 0.0 in stage 19.0 (TID 19, localhost, executor driver, partition 0, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 0.0 in stage 19.0 (TID 19)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881309800 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block input-0-1529881320000 stored as bytes in memory (estimated size 302.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added input-0-1529881320000 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 302.0 B, free: 413.8 MB)
2018-06-24 23:02:00 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:00 WARN  BlockManager:66 - Block input-0-1529881320000 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:00 INFO  BlockGenerator:54 - Pushed block input-0-1529881320000
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_0 stored as bytes in memory (estimated size 141.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 141.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 22, boot = 14, init = 8, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 0.0 in stage 19.0 (TID 19). 1410 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 0.0 in stage 19.0 (TID 19) in 301 ms on localhost (executor driver) (1/1)
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Removed TaskSet 19.0, whose tasks have all completed, from pool 
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block input-0-1529881320200 stored as bytes in memory (estimated size 126.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  DAGScheduler:54 - ResultStage 19 (runJob at PythonRDD.scala:141) finished in 0.331 s
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Job 19 finished: runJob at PythonRDD.scala:141, took 0.352377 s
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added input-0-1529881320200 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 126.0 B, free: 413.8 MB)
2018-06-24 23:02:00 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:00 WARN  BlockManager:66 - Block input-0-1529881320200 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:00 INFO  BlockGenerator:54 - Pushed block input-0-1529881320200
2018-06-24 23:02:00 INFO  SparkContext:54 - Starting job: runJob at PythonRDD.scala:141
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Got job 20 (runJob at PythonRDD.scala:141) with 4 output partitions
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Final stage: ResultStage 20 (runJob at PythonRDD.scala:141)
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Submitting ResultStage 20 (PythonRDD[49] at RDD at PythonRDD.scala:48), which has no missing parents
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block broadcast_35 stored as values in memory (estimated size 4.3 KB, free 412.7 MB)
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block broadcast_35_piece0 stored as bytes in memory (estimated size 3.0 KB, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added broadcast_35_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 3.0 KB, free: 413.8 MB)
2018-06-24 23:02:00 INFO  SparkContext:54 - Created broadcast 35 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Submitting 4 missing tasks from ResultStage 20 (PythonRDD[49] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(1, 2, 3, 4))
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Adding task set 20.0 with 4 tasks
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 0.0 in stage 20.0 (TID 20, localhost, executor driver, partition 1, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 0.0 in stage 20.0 (TID 20)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881310000 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_1 stored as bytes in memory (estimated size 278.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_1 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 278.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 44, boot = -17, init = 61, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 0.0 in stage 20.0 (TID 20). 1536 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 1.0 in stage 20.0 (TID 21, localhost, executor driver, partition 2, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 0.0 in stage 20.0 (TID 20) in 90 ms on localhost (executor driver) (1/4)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 1.0 in stage 20.0 (TID 21)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881310200 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_2 stored as bytes in memory (estimated size 117.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_2 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 117.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block input-0-1529881320400 stored as bytes in memory (estimated size 275.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added input-0-1529881320400 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 275.0 B, free: 413.8 MB)
2018-06-24 23:02:00 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:00 WARN  BlockManager:66 - Block input-0-1529881320400 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:00 INFO  BlockGenerator:54 - Pushed block input-0-1529881320400
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 37, boot = -47, init = 84, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 1.0 in stage 20.0 (TID 21). 1429 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 2.0 in stage 20.0 (TID 22, localhost, executor driver, partition 3, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 1.0 in stage 20.0 (TID 21) in 100 ms on localhost (executor driver) (2/4)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 2.0 in stage 20.0 (TID 22)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881310400 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_3 stored as bytes in memory (estimated size 376.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_3 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 376.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 50, boot = -12, init = 62, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 2.0 in stage 20.0 (TID 22). 1660 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 3.0 in stage 20.0 (TID 23, localhost, executor driver, partition 4, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 2.0 in stage 20.0 (TID 22) in 89 ms on localhost (executor driver) (3/4)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 3.0 in stage 20.0 (TID 23)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881310600 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_4 stored as bytes in memory (estimated size 320.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_4 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 320.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 43, boot = -10, init = 53, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 3.0 in stage 20.0 (TID 23). 1594 bytes result sent to driver
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block input-0-1529881320600 stored as bytes in memory (estimated size 666.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 3.0 in stage 20.0 (TID 23) in 76 ms on localhost (executor driver) (4/4)
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Removed TaskSet 20.0, whose tasks have all completed, from pool 
2018-06-24 23:02:00 INFO  DAGScheduler:54 - ResultStage 20 (runJob at PythonRDD.scala:141) finished in 0.362 s
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Job 20 finished: runJob at PythonRDD.scala:141, took 0.370873 s
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added input-0-1529881320600 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 666.0 B, free: 413.8 MB)
2018-06-24 23:02:00 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:00 WARN  BlockManager:66 - Block input-0-1529881320600 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:00 INFO  BlockGenerator:54 - Pushed block input-0-1529881320600
2018-06-24 23:02:00 INFO  SparkContext:54 - Starting job: runJob at PythonRDD.scala:141
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Got job 21 (runJob at PythonRDD.scala:141) with 3 output partitions
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Final stage: ResultStage 21 (runJob at PythonRDD.scala:141)
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Submitting ResultStage 21 (PythonRDD[50] at RDD at PythonRDD.scala:48), which has no missing parents
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block broadcast_36 stored as values in memory (estimated size 4.3 KB, free 412.7 MB)
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 516
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 528
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 522
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 535
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 517
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 537
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 526
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 530
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 538
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 520
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 521
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 524
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 523
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 527
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 529
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Removed broadcast_35_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 3.0 KB, free: 413.8 MB)
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 534
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 531
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 540
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 518
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 536
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 539
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 519
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 533
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 532
2018-06-24 23:02:00 INFO  ContextCleaner:54 - Cleaned accumulator 525
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block broadcast_36_piece0 stored as bytes in memory (estimated size 3.0 KB, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added broadcast_36_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 3.0 KB, free: 413.8 MB)
2018-06-24 23:02:00 INFO  SparkContext:54 - Created broadcast 36 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Submitting 3 missing tasks from ResultStage 21 (PythonRDD[50] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(5, 6, 7))
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Adding task set 21.0 with 3 tasks
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 0.0 in stage 21.0 (TID 24, localhost, executor driver, partition 5, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 0.0 in stage 21.0 (TID 24)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881310800 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_5 stored as bytes in memory (estimated size 225.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_5 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 225.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 45, boot = -40, init = 85, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 0.0 in stage 21.0 (TID 24). 1312 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 1.0 in stage 21.0 (TID 25, localhost, executor driver, partition 6, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 0.0 in stage 21.0 (TID 24) in 61 ms on localhost (executor driver) (1/3)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 1.0 in stage 21.0 (TID 25)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881311000 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_6 stored as bytes in memory (estimated size 168.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_6 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 168.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 15, boot = 5, init = 10, finish = 0
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 1.0 in stage 21.0 (TID 25). 1390 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Starting task 2.0 in stage 21.0 (TID 26, localhost, executor driver, partition 7, ANY, 7881 bytes)
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 1.0 in stage 21.0 (TID 25) in 39 ms on localhost (executor driver) (2/3)
2018-06-24 23:02:00 INFO  Executor:54 - Running task 2.0 in stage 21.0 (TID 26)
2018-06-24 23:02:00 INFO  BlockManager:54 - Found block input-0-1529881311400 locally
2018-06-24 23:02:00 INFO  MemoryStore:54 - Block rdd_46_7 stored as bytes in memory (estimated size 318.0 B, free 412.7 MB)
2018-06-24 23:02:00 INFO  BlockManagerInfo:54 - Added rdd_46_7 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 318.0 B, free: 413.8 MB)
2018-06-24 23:02:00 INFO  PythonRunner:54 - Times: total = 14, boot = 5, init = 8, finish = 1
2018-06-24 23:02:00 INFO  Executor:54 - Finished task 2.0 in stage 21.0 (TID 26). 1554 bytes result sent to driver
2018-06-24 23:02:00 INFO  TaskSetManager:54 - Finished task 2.0 in stage 21.0 (TID 26) in 41 ms on localhost (executor driver) (3/3)
2018-06-24 23:02:00 INFO  TaskSchedulerImpl:54 - Removed TaskSet 21.0, whose tasks have all completed, from pool 
2018-06-24 23:02:00 INFO  DAGScheduler:54 - ResultStage 21 (runJob at PythonRDD.scala:141) finished in 0.156 s
2018-06-24 23:02:00 INFO  DAGScheduler:54 - Job 21 finished: runJob at PythonRDD.scala:141, took 0.162632 s
-------------------------------------------
Time: 2018-06-24 23:02:00
-------------------------------------------
@Cernovich I can’t imagine the lawlessness which would ensue. Would make a good horror movie.
RT @ChiggityChives: The Devil works hard, but Tom Holland works harder. https://t.co/otv594l9bT
RT @DjLots3: BLOOD WILL BE ON YOUR HANDS #MSM! YOUR CONSTANT DIVISION WILL CAUSE CIVIL WAR!  @CNN @MSNBC @maddow @jaketapper @andersoncoope…
Trump women are not snow flakes! We are strong! https://t.co/gHfm1UBmuA
RT @DjLots3: BLOOD WILL BE ON YOUR HANDS #MSM! YOUR CONSTANT DIVISION WILL CAUSE CIVIL WAR!  @CNN @MSNBC @maddow @jaketapper @andersoncoope…
RT @YouLoveHelenaP: Sold! This vid is on fire! Helena Home Movies 7 - Pussy Cream Pie https://t.co/Ej7VVP3OyR #ManyVids https://t.co/zWyQCy…
Movie time with my dork husband 😜#ShareAMC https://t.co/feh3bFv4bj
Sure, the Shawshank Redemption is a good movie but have you seen Superbad?
New post: FLORIDA AG PAM BONDI ATTACKED BY Screaming Liberals At Movie Screening with Family [Video] https://t.co/xD33GD1Rye
One of the best movies of the year! @FocusFeatures @MrRogersMovie https://t.co/nLg5fipQbu
...

2018-06-24 23:02:01 INFO  JobScheduler:54 - Finished job streaming job 1529881320000 ms.0 from job set of time 1529881320000 ms
2018-06-24 23:02:01 INFO  JobScheduler:54 - Starting job streaming job 1529881320000 ms.1 from job set of time 1529881320000 ms
2018-06-24 23:02:01 INFO  MemoryStore:54 - Block input-0-1529881320800 stored as bytes in memory (estimated size 92.0 B, free 412.7 MB)
2018-06-24 23:02:01 INFO  BlockManagerInfo:54 - Added input-0-1529881320800 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 92.0 B, free: 413.8 MB)
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 564
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 541
2018-06-24 23:02:01 INFO  BlockManagerInfo:54 - Removed broadcast_36_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 3.0 KB, free: 413.8 MB)
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 545
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 561
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 563
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 548
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 555
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 546
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 544
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 549
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 547
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 551
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 550
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 557
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 559
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 565
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 542
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 543
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 558
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 553
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 556
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 554
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 562
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 552
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 560
2018-06-24 23:02:01 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:01 WARN  BlockManager:66 - Block input-0-1529881320800 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:01 INFO  BlockGenerator:54 - Pushed block input-0-1529881320800
========= 2018-06-24 23:02:00 =========
2018-06-24 23:02:01 INFO  SparkContext:54 - Starting job: runJob at PythonRDD.scala:141
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Got job 22 (runJob at PythonRDD.scala:141) with 1 output partitions
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Final stage: ResultStage 22 (runJob at PythonRDD.scala:141)
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Parents of final stage: List()
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Missing parents: List()
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Submitting ResultStage 22 (PythonRDD[51] at RDD at PythonRDD.scala:48), which has no missing parents
2018-06-24 23:02:01 INFO  MemoryStore:54 - Block broadcast_37 stored as values in memory (estimated size 5.2 KB, free 412.7 MB)
2018-06-24 23:02:01 INFO  MemoryStore:54 - Block broadcast_37_piece0 stored as bytes in memory (estimated size 3.6 KB, free 412.7 MB)
2018-06-24 23:02:01 INFO  BlockManagerInfo:54 - Added broadcast_37_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 3.6 KB, free: 413.8 MB)
2018-06-24 23:02:01 INFO  SparkContext:54 - Created broadcast 37 from broadcast at DAGScheduler.scala:1039
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 22 (PythonRDD[51] at RDD at PythonRDD.scala:48) (first 15 tasks are for partitions Vector(0))
2018-06-24 23:02:01 INFO  TaskSchedulerImpl:54 - Adding task set 22.0 with 1 tasks
2018-06-24 23:02:01 INFO  TaskSetManager:54 - Starting task 0.0 in stage 22.0 (TID 27, localhost, executor driver, partition 0, ANY, 7881 bytes)
2018-06-24 23:02:01 INFO  Executor:54 - Running task 0.0 in stage 22.0 (TID 27)
2018-06-24 23:02:01 INFO  BlockManager:54 - Found block rdd_46_0 locally
2018-06-24 23:02:01 INFO  PythonRunner:54 - Times: total = 14, boot = 3, init = 11, finish = 0
2018-06-24 23:02:01 INFO  Executor:54 - Finished task 0.0 in stage 22.0 (TID 27). 1529 bytes result sent to driver
2018-06-24 23:02:01 INFO  TaskSetManager:54 - Finished task 0.0 in stage 22.0 (TID 27) in 20 ms on localhost (executor driver) (1/1)
2018-06-24 23:02:01 INFO  TaskSchedulerImpl:54 - Removed TaskSet 22.0, whose tasks have all completed, from pool 
2018-06-24 23:02:01 INFO  DAGScheduler:54 - ResultStage 22 (runJob at PythonRDD.scala:141) finished in 0.030 s
2018-06-24 23:02:01 INFO  DAGScheduler:54 - Job 22 finished: runJob at PythonRDD.scala:141, took 0.034249 s
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 566
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 576
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 586
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 573
2018-06-24 23:02:01 INFO  BlockManagerInfo:54 - Removed broadcast_37_piece0 on ip-172-31-20-62.ec2.internal:33450 in memory (size: 3.6 KB, free: 413.8 MB)
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 567
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 587
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 571
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 568
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 569
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 574
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 585
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 572
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 584
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 579
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 570
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 583
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 590
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 581
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 578
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 575
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 577
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 588
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 580
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 582
2018-06-24 23:02:01 INFO  ContextCleaner:54 - Cleaned accumulator 589
2018-06-24 23:02:01 INFO  MemoryStore:54 - Block broadcast_38 stored as values in memory (estimated size 398.3 KB, free 412.3 MB)
2018-06-24 23:02:01 INFO  MemoryStore:54 - Block broadcast_38_piece0 stored as bytes in memory (estimated size 28.7 KB, free 412.3 MB)
2018-06-24 23:02:01 INFO  BlockManagerInfo:54 - Added broadcast_38_piece0 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 28.7 KB, free: 413.8 MB)
2018-06-24 23:02:01 INFO  SparkContext:54 - Created broadcast 38 from broadcast at CountVectorizer.scala:244
2018-06-24 23:02:01 INFO  StringIndexerModel:54 - Input column Sentiment does not exist during transformation. Skip StringIndexerModel.
2018-06-24 23:02:02 INFO  MemoryStore:54 - Block input-0-1529881321800 stored as bytes in memory (estimated size 252.0 B, free 412.3 MB)
2018-06-24 23:02:02 INFO  BlockManagerInfo:54 - Added input-0-1529881321800 in memory on ip-172-31-20-62.ec2.internal:33450 (size: 252.0 B, free: 413.8 MB)
2018-06-24 23:02:02 WARN  RandomBlockReplicationPolicy:66 - Expecting 1 replicas with only 0 peer/s.
2018-06-24 23:02:02 WARN  BlockManager:66 - Block input-0-1529881321800 replicated to only 0 peer(s) instead of 1 peers
2018-06-24 23:02:02 INFO  BlockGenerator:54 - Pushed block input-0-1529881321800
2018-06-24 23:02:02 INFO  MemoryStore:54 - Block input-0-1529881322000 stored as bytes in memory (estimated size 391.0 B, free 412.3 MB)
